1629941386,380,2022-08-21 23:49:36.800063
1626722679,400,2022-08-22 00:36:11.537705
1626722679,400,2022-08-22 00:51:04.506942
1629964690,482,2022-08-22 00:51:04.506942
1629962192,460,2022-08-22 00:51:04.506942
1629961920,470,2022-08-22 00:51:04.506942
1629961670,460,2022-08-22 00:51:04.506942
1629961346,460,2022-08-22 00:51:04.506942
1629961208,460,2022-08-22 00:51:04.506942
1629960970,470,2022-08-22 00:51:04.506942
1629960717,470,2022-08-22 00:51:04.506942
1629942597,460,2022-08-22 00:51:04.506942
1629941386,380,2022-08-22 00:51:04.506942
1629922970,460,2022-08-22 00:51:04.506942
1629922753,460,2022-08-22 00:51:04.506942
1629922544,470,2022-08-22 00:51:04.506942
1629922373,470,2022-08-22 00:51:04.506942
1629919819,370,2022-08-22 00:51:04.506942
1629919374,400,2022-08-22 00:51:04.506942
1629900846,510,2022-08-22 00:51:04.506942
1629898928,460,2022-08-22 00:51:04.506942
1629898716,460,2022-08-22 00:51:04.506942
1629898506,470,2022-08-22 00:51:04.506942
1629898284,470,2022-08-22 00:51:04.506942
1629896873,460,2022-08-22 00:51:04.506942
1629896679,460,2022-08-22 00:51:04.506942
1629896514,470,2022-08-22 00:51:04.506942
1629896229,470,2022-08-22 00:51:04.506942
1629888937,500,2022-08-22 00:51:04.506942
1629886961,440,2022-08-22 00:51:04.506942
1626722679,400,2022-08-22 00:52:56.089716
1629964690,482,2022-08-22 00:52:56.089716
1629962192,460,2022-08-22 00:52:56.089716
1629961920,470,2022-08-22 00:52:56.089716
1629961670,460,2022-08-22 00:52:56.089716
1629961346,460,2022-08-22 00:52:56.089716
1629961208,460,2022-08-22 00:52:56.089716
1629960970,470,2022-08-22 00:52:56.089716
1629960717,470,2022-08-22 00:52:56.089716
1629942597,460,2022-08-22 00:52:56.089716
1629941386,380,2022-08-22 00:52:56.089716
1629922970,460,2022-08-22 00:52:56.089716
1629922753,460,2022-08-22 00:52:56.089716
1629922544,470,2022-08-22 00:52:56.089716
1629922373,470,2022-08-22 00:52:56.089716
1629919819,370,2022-08-22 00:52:56.089716
1629919374,400,2022-08-22 00:52:56.089716
1629900846,510,2022-08-22 00:52:56.089716
1629898928,460,2022-08-22 00:52:56.089716
1629898716,460,2022-08-22 00:52:56.089716
1629898506,470,2022-08-22 00:52:56.089716
1629898284,470,2022-08-22 00:52:56.089716
1629896873,460,2022-08-22 00:52:56.089716
1629896679,460,2022-08-22 00:52:56.089716
1629896514,470,2022-08-22 00:52:56.089716
1629896229,470,2022-08-22 00:52:56.089716
1629888937,500,2022-08-22 00:52:56.089716
1629886961,440,2022-08-22 00:52:56.089716
1626722679,400,2022-08-22 00:58:03.253037
1629964690,482,2022-08-22 00:58:03.253037
1629962192,460,2022-08-22 00:58:03.253037
1629961920,470,2022-08-22 00:58:03.253037
